,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,time_stamp
1,1027,Ethereum,ETH,ethereum,9437,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120392960.0277458,120392960.0277458,True,,2,,,,2024-10-22T14:47:00.000Z,2629.188157953772,16029777917.920958,-17.3151,0.59542586,-1.48434295,2.06357294,2.53094021,-1.25851296,-23.44958911,316535744805.9511,13.5936,316535744805.95,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
2,825,Tether USDt,USDT,tether,100894,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120219543500.33812,121337937370.43233,True,,3,,,,2024-10-22T14:47:00.000Z,0.9994805470178755,62858540299.707405,-3.1121,0.01931799,0.00580127,-0.01837458,-0.08142756,-0.06341842,-0.09297621,120157095099.95721,5.1601,121274908017.02,,2024-10-22T14:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-10-22 20:19:22.712004
3,1839,BNB,BNB,bnb,2266,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145931399.2762019,145931399.2762019,False,,4,,,,2024-10-22T14:47:00.000Z,596.5821545574825,1775026188.6915975,-7.5629,0.83222756,-0.18288374,2.14378054,3.16405583,2.81752831,1.7042118,87060068597.78477,3.7393,87060068597.78,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
4,5426,Solana,SOL,solana,768,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470009280.0417542,586986361.9269944,True,,5,,,,2024-10-22T14:47:00.000Z,168.92060058029466,3575833193.708372,-11.8816,2.15443008,2.67744831,11.07331581,17.97387777,16.63252521,-6.1245993,79394249862.96501,3.4096,99154088789.15,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
5,3408,USDC,USDC,usd-coin,22589,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34625973211.47312,34625973211.47312,False,,6,,,,2024-10-22T14:47:00.000Z,0.9999802589348483,7057729605.828425,17.3326,0.00622704,0.00794552,0.02006635,-0.00227943,0.01014357,-0.01497878,34625289657.88001,1.487,34625289657.88,,2024-10-22T14:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-22 20:19:22.712004
6,52,XRP,XRP,xrp,1407,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56706436160.0,99987115141.0,False,,7,,,,2024-10-22T14:47:00.000Z,0.5342851766967015,1108054347.50134,-14.8983,0.5101087,-2.22245977,-0.77834425,-8.75401536,-10.92440576,-15.30290478,30297408263.585823,1.3011,53428517669.67,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
7,74,Dogecoin,DOGE,dogecoin,1084,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146473796383.7052,146473796383.7052,True,,8,,,,2024-10-22T14:47:00.000Z,0.14042643054757667,1738090208.15595,-12.129,1.12760044,-1.2784358,24.54613666,32.90038453,28.84679705,4.96422867,20568792394.916264,0.8833,20568792394.92,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
8,1958,TRON,TRX,tron,1054,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86507038248.49771,86507056107.6107,True,,9,71659659264.0,11455676060.560753,,2024-10-22T14:47:00.000Z,0.15986227367279424,313829241.44142115,2.7856,0.12122065,1.45711935,1.15443074,5.72744333,1.46265955,18.77586539,13829211823.10422,0.5939,13829214678.1,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
9,11419,Toncoin,TON,toncoin,582,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539532788.3304577,5113664940.981148,True,,10,3414166606.0,17915863926.19565,,2024-10-22T14:47:00.000Z,5.247507223200709,174289431.57139862,-5.8505,0.82390574,0.63767824,1.2802449,-5.04623073,-20.21895445,-24.67740138,13326216650.319115,0.5723,26833993714.83,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
10,2010,Cardano,ADA,cardano,1271,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34980974699.72432,44995121858.387505,False,,11,,,,2024-10-22T14:47:00.000Z,0.36357834150572815,296328821.5384093,0.1623,1.97069223,1.59881102,2.3025247,4.38483809,-4.28439987,-13.0083886,12718324765.579605,0.5462,16361025367.76,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
11,5805,Avalanche,AVAX,avalanche,790,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,406957452.07712656,446960552.07712656,False,,12,,,,2024-10-22T14:47:00.000Z,27.70571705023965,294612348.8400806,4.2577,0.72886947,-0.45455288,-2.27941021,3.65589306,4.76204067,-7.86059731,11275048018.73533,0.4842,19830331487.69,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
12,5994,Shiba Inu,SHIB,shiba-inu,888,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589267100113952.1,589518337874090.8,False,,13,,,,2024-10-22T14:47:00.000Z,1.822767638802694e-05,303606440.08445925,-19.5595,1.25244388,-0.62177136,1.97195109,27.20628334,25.01585908,4.36362221,10740970006.988194,0.4613,10745549487.58,,2024-10-22T14:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-10-22 20:19:22.712004
13,1975,Chainlink,LINK,chainlink,1861,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-10-22T14:47:00.000Z,12.123428243015915,313050220.46388084,36.4955,0.27555322,4.18624573,8.64304777,9.51685394,4.36336175,-12.71874913,7599570635.921006,0.3264,12123428243.02,,2024-10-22T14:47:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-10-22 20:19:22.712004
14,1831,Bitcoin Cash,BCH,bitcoin-cash,935,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19777750.0,19777750.0,False,,15,,,,2024-10-22T14:47:00.000Z,357.95282987615695,220652830.39408517,-18.1862,0.72040507,-1.33614452,-0.8941486,6.15974585,1.17064304,-4.06248251,7079501581.083163,0.304,7517009427.4,,2024-10-22T14:47:00.000Z,,,,,,2024-10-22 20:19:22.712004
